yr_modahrmn,message_type,speed,vehicle_state,charging_status,total_volt,total_current,mileage,standard_soc,max_cell_volt,max_volt_cell_id,min_cell_volt,min_cell_volt_id,max_temp,max_temp_probe_id,min_temp,min_temp_probe_id,max_alarm_lvl,gen_alarm_sign,bat_fault_list,isulate_r,dcdc_stat,sing_temp_num,gear,tag
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.71,37,3.49,60,35,22,31,11,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,2,4,331,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16384,0,1020,0,28,15,D
2019/9/27 17:16,REALTIME,0,1,4,28,0,45573,100,3.71,37,3.49,60,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/27 17:16,REALTIME,0,1,4,28,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16392,1,60000,0,28,15,UD
2019/9/27 17:16,REALTIME,0,1,3,99,0,45573,100,3.65,37,3.46,60,35,22,32,14,1,16392,1,60000,0,28,15,UD
2019/9/27 17:16,REALTIME,0,1,3,99,0,45573,100,3.732,92,3.501,55,35,14,31,2,1,16392,1,60000,0,28,15,UD
2019/9/27 21:29,REALTIME,0,1,3,304,1.7,45651,78,3.32,44,3.3,25,34,3,32,4,1,16384,0,938,0,28,15,D
2019/9/27 21:29,REALTIME,0,1,3,304,1.7,45651,78,3.323,37,3.307,17,34,12,32,2,1,16384,0,938,0,28,15,D
2019/9/27 21:29,REALTIME,0,1,3,66,0,45651,78,3.323,37,0,1,34,12,-40,15,1,16392,1,60000,0,28,15,UD
2019/9/27 21:29,REALTIME,0,1,3,66,0,45651,78,3.32,46,3.3,24,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/28 0:44,REALTIME,0,1,3,65,0,45725,56,3.28,46,3.27,25,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/28 0:44,REALTIME,0,1,3,65,0,45725,56,3.284,37,3.261,57,34,12,31,4,1,16392,1,60000,0,28,15,UD
2019/9/28 0:44,REALTIME,0,1,3,65,0,45725,56,3.29,43,3.27,25,32,14,25,23,1,16392,1,60000,0,28,15,UD
2019/9/28 0:44,REALTIME,0,1,3,65,0,45725,56,3.284,37,3.261,57,34,12,31,4,1,16392,1,60000,0,28,15,UD
2019/9/28 1:00,REALTIME,0,1,3,0,0,45725,56,3.288,37,3.261,1,33,1,31,4,1,16392,1,60000,0,28,15,UD
2019/9/28 1:00,REALTIME,0,1,3,0,0,45725,56,3.28,43,3.26,25,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/28 1:00,REALTIME,0,1,3,190,0,45725,56,3.29,43,3.27,25,33,21,31,14,1,16384,0,60000,0,28,15,D
2019/9/28 1:00,REALTIME,0,1,3,190,0,45725,56,3.288,37,3.261,1,33,1,31,4,1,16384,0,60000,0,28,15,D
2019/9/28 4:07,REALTIME,0,2,3,0,0,45781,39,3.27,44,3.25,60,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/28 4:07,REALTIME,0,2,3,0,0,45781,39,3.276,38,0,1,32,15,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/28 4:07,REALTIME,0,2,3,300,0.2,45781,39,3.28,44,3.25,60,33,3,30,11,1,16384,0,60000,0,28,15,D
2019/9/28 4:07,REALTIME,0,2,3,300,0.2,45781,39,3.276,7,0,1,32,15,-40,1,1,16384,0,60000,0,28,15,D
2019/9/28 11:03,REALTIME,0,1,,0,0,45904,69,3.3,85,3.28,25,-40,1,-40,1,1,16392,1,60000,0,0,0,UD
2019/9/28 11:04,REALTIME,0,1,3,65,0,45904,69,3.3,85,3.28,25,31,14,25,26,1,16392,1,60000,0,0,15,UD
2019/9/28 11:04,REALTIME,0,1,3,301,1.4,45904,69,3.3,85,3.28,25,33,1,31,7,1,16384,0,940,1,0,15,D
2019/9/28 16:09,REALTIME,0,2,3,104,0,46032,37,3.27,44,3.24,60,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/28 16:09,REALTIME,0,2,3,104,0,46032,37,3.271,38,3.247,55,34,7,31,2,1,16392,1,60000,0,28,15,UD
2019/9/28 16:09,REALTIME,0,2,3,299,0,46032,37,3.27,44,3.24,60,34,16,25,23,1,16384,0,60000,1,28,15,D
2019/9/28 16:09,REALTIME,0,2,3,299,0,46032,37,3.271,38,3.247,55,34,7,31,2,1,16384,0,60000,1,28,15,D
2019/9/28 16:11,REALTIME,0,2,3,299,0,46032,37,3.27,44,3.24,60,-40,1,-40,1,1,16384,0,60000,0,28,15,D
2019/9/28 16:11,REALTIME,0,2,3,299,1,46032,37,3.27,44,3.24,60,34,16,31,4,1,16384,0,60000,1,28,15,D
2019/9/28 16:11,REALTIME,0,2,3,299,0,46032,37,3.274,38,3.25,55,34,7,31,2,1,16384,0,60000,0,28,15,D
2019/9/28 16:11,REALTIME,0,2,3,299,1,46032,37,3.274,38,3.25,55,34,7,31,2,1,16384,0,60000,1,28,15,D
2019/9/28 17:41,REALTIME,0,2,1,336,-27.6,46032,99,3.74,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-26.4,46032,99,3.75,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-27.6,46032,99,3.73,30,3.555,55,34,14,30,2,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-26.4,46032,99,3.742,2,3.555,55,34,14,30,2,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-26.4,46032,99,3.759,30,3.555,55,34,14,30,2,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-26.4,46032,99,3.75,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-26.4,46032,99,3.76,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,336,-26.4,46032,99,3.76,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,337,-26.4,46032,99,3.759,30,3.555,55,34,14,30,2,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,1,337,-26.4,46032,99,3.76,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,4,336,-26.4,46032,100,3.75,37,3.55,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,4,336,-26.4,46032,100,3.759,30,3.555,55,34,14,30,2,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,4,336,0,46032,100,3.75,37,3.54,60,34,22,30,11,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,4,336,0,46032,100,3.759,30,3.555,55,34,14,30,2,3,4,1,1006,1,28,15,O
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:41,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,2,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,1,4,333,0,46032,100,3.72,37,3.52,60,34,22,30,11,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,1,4,333,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,1006,0,28,15,D
2019/9/28 17:42,REALTIME,0,1,3,329,0,46032,100,3.66,37,3.52,43,-40,1,-40,1,1,16384,0,60000,0,28,15,D
2019/9/28 17:42,REALTIME,0,1,3,329,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,60000,0,28,15,D
2019/9/28 17:42,REALTIME,0,1,3,329,0,46032,100,3.744,2,3.543,55,34,14,30,2,1,16384,0,60000,1,28,15,D
2019/9/28 17:42,REALTIME,0,1,3,329,0,46032,100,3.66,37,3.49,60,33,7,25,1,1,16384,0,60000,1,28,15,D
2019/9/29 0:40,REALTIME,0,1,3,300,1.6,46168,62,3.285,39,3.268,17,34,12,32,2,1,16384,0,60000,0,28,15,D
2019/9/29 0:40,REALTIME,0,1,3,300,1.6,46168,62,3.29,45,3.27,25,-40,1,-40,1,1,16384,0,60000,0,28,15,D
2019/9/29 0:40,REALTIME,0,1,3,216,0,46168,62,3.29,45,3.27,61,32,14,25,1,1,16384,0,60000,0,28,15,D
2019/9/29 0:40,REALTIME,0,1,3,216,0,46168,62,3.285,39,3.268,17,34,12,32,2,1,16384,0,60000,0,28,15,D
2019/9/29 0:40,REALTIME,0,1,3,301,2.5,46168,62,3.285,39,3.268,17,34,12,32,2,1,16384,0,1111,1,28,15,D
2019/9/29 0:40,REALTIME,0,1,3,301,2.5,46168,62,3.29,45,3.27,25,34,1,32,4,1,16384,0,1111,1,28,15,D
2019/9/29 0:46,REALTIME,0,1,3,301,0,46168,62,3.288,38,3.271,17,34,12,32,2,1,16384,0,60000,0,28,15,D
2019/9/29 0:46,REALTIME,0,1,3,301,0,46168,62,3.29,46,3.27,25,-40,1,-40,1,1,16384,0,60000,0,28,15,D
2019/9/29 0:46,REALTIME,0,1,3,301,0,46168,62,3.29,46,3.27,25,34,1,32,4,1,16384,0,60000,0,28,15,D
2019/9/29 0:46,REALTIME,0,1,3,301,0,46168,62,3.288,38,3.271,17,34,12,32,2,1,16384,0,60000,0,28,15,D
2019/9/29 3:02,REALTIME,0,1,3,300,1.7,46206,51,3.27,46,3.26,61,34,3,31,11,1,16384,0,978,0,28,15,D
2019/9/29 3:02,REALTIME,0,1,3,300,1.7,46206,51,3.278,37,3.262,17,33,1,31,2,1,16384,0,978,0,28,15,D
2019/9/29 3:02,REALTIME,0,1,3,26,0,46206,51,3.28,46,3.27,25,-40,1,-40,1,1,16392,1,60000,0,28,15,UD
2019/9/29 3:02,REALTIME,0,1,3,26,0,46206,51,3.278,37,3.262,17,33,1,31,2,1,16392,1,60000,0,28,15,UD
2019/9/29 3:02,REALTIME,0,1,3,301,0,46206,51,3.28,46,3.27,25,32,23,31,14,1,16384,0,60000,0,28,15,D
2019/9/29 3:02,REALTIME,0,1,3,301,0,46206,51,3.278,37,3.262,17,33,1,31,2,1,16384,0,60000,0,28,15,D
2019/9/29 3:59,REALTIME,0,2,3,300,1.3,46235,43,3.272,37,3.255,55,33,12,31,2,1,16384,0,60000,0,28,15,D
2019/9/29 3:59,REALTIME,0,2,3,300,1.3,46235,43,3.27,46,3.26,60,-40,1,-40,1,1,16384,0,60000,0,28,15,D
2019/9/29 3:59,REALTIME,0,2,3,300,0,46235,43,3.28,44,3.26,25,33,1,30,13,1,16384,0,60000,1,28,15,D
2019/9/29 3:59,REALTIME,0,2,3,300,0,46235,43,3.272,37,3.255,55,33,12,31,2,1,16384,0,60000,1,28,15,D
